Número Fistel;Número Estação;NumCnpjCpf;NumServico;Frequência (MHz);Banda_MHZ;Frequência Inicial;Frequência Final;FreqTxMHz;FreqRxMHz;Designação Emissão;Número Ato;Data Validade;Entidade;NumSetor;Tecnologia;Tipo de Tecnologia 5G;Latitude;Longitude;Latitude decimal;Longitude decimal;EnderecoEstacao;EndBairro;EndNumero;EndComplemento;Cep;ClassInfraFisica;Data Primeiro Licenciamento;Data Licenciamento;AnoMesLic;Situacao;Caráter;Empresa Estação;Faixa Estação;Subfaixa Estação;Geração;Código Nacional;Código IBGE;Município-UF;UF;Nome da UF
50409428698;627587690;02421421000111;010;;;;;874.5;829.5;5M00G7W;125002022;2028-11-29;TIM S A;;WCDMA;;-9.6625;-35.718056;-9.6625;-35.718056;Rua Lafaiete Pacheco;Ponta Da Terra;190;-;57030646;Greenfield;06/09/2001;18/07/2024;2001-09;Licenciada;Primário;TIM;850;A;3G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907400;;010;;;;;2680;2560;20M0G7W;51782021;2029-12-08;TELEFONICA BRASIL S.A.;;;;-9.621694;-35.729972;-9.621694;-35.729972;AV. ROBERTO SIMONSEN LOTE 8 QD B - FAROL;GRUTA DE LOURDES;S/N;AL064;57052675;;03/12/2008;22/03/2024;2008-12;Licenciada;Secundário;VIVO;2500;X;;82;2704302;Maceió - AL;AL;Alagoas
50409307637;1007224913;;010;;;;;798;743;10M0G7W;97692014;2029-12-08;CLARO S.A.;;LTE;;-9.603;-35.68472;-9.603;-35.68472;AVENIDA LUIZ DE FRANCA ALBUQUERQUE;JACARECICA;9383;CONDOMÍNIO DO EDIFICIO OCEAN VIEW;57038640;;12/09/2018;10/06/2024;2018-09;Licenciada;Primário;CLARO;700;Bl 8-9;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907400;;010;;;;;1842.5;1747.5;15M0G7W;48422023;2032-12-22;TELEFONICA BRASIL S.A.;;LTE;;-9.621694;-35.729972;-9.621694;-35.729972;AV. ROBERTO SIMONSEN LOTE 8 QD B - FAROL;GRUTA DE LOURDES;S/N;AL064;57052675;;03/12/2008;11/11/2025;2008-12;Licenciada;Primário;VIVO;1800;NÃO IDENTIFICADA;4G;82;2704302;Maceió - AL;AL;Alagoas
50409428698;684176696;;010;;;;;3550;3550;100MG7W;105812021;2041-12-08;TIM S A;;NR;SA-NSA;-9.564472;-35.760583;-9.564472;-35.760583;Distrito Industrial Governador Luiz Cavalcante;Jatiuca;S/N;;57036540;;14/01/2004;25/11/2025;2004-01;Licenciada;Primário;TIM;3500;3500-3600;5G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907591;02558157000162;010;;;;;2680;2560;20M0G7W;59072012;2027-10-18;TELEFONICA BRASIL S.A.;3;LTE;;-9.614694;-35.752806;-9.614694;-35.752806;RUA SAO JOSE;CHÃ DE BEBEDOURO;S/N;AL085;57018860;;03/12/2008;26/08/2024;2008-12;Licenciada;Primário;VIVO;2500;X;4G;82;2704302;Maceió - AL;AL;Alagoas
50409428698;684176696;;010;;;;;3550;3550;100MG7W;105812021;2041-12-08;TIM S A;;NR;SA-NSA;-9.564472;-35.760583;-9.564472;-35.760583;Distrito Industrial Governador Luiz Cavalcante;Jatiuca;S/N;;57036540;;14/01/2004;25/11/2025;2004-01;Licenciada;Primário;TIM;3500;3500-3600;5G;82;2704302;Maceió - AL;AL;Alagoas
50409307637;695553100;;010;;;;;892.75;847.75;2M50G7W;50502011;2038-04-30;CLARO S.A.;;WCDMA;;-9.60348;-35.72335;-9.60348;-35.72335;TV SÃO CARLOS;SERRARIA;S/N;;57046431;;10/06/2011;31/08/2023;2011-06;Licenciada;Primário;CLARO;850;B;3G;82;2704302;Maceió - AL;AL;Alagoas
50409428698;696591790;02421421000111;010;;;;;874.5;829.5;5M00G9W;125002022;2028-11-29;TIM S A;5;WCDMA;;-9.621694;-35.729972;-9.621694;-35.729972;Rua Roberto Simonsen;Farol;S/N;Lt 08 - Qd B;57052675;;05/06/2012;19/08/2024;2012-06;Licenciada;Primário;TIM;850;A;3G;82;2704302;Maceió - AL;AL;Alagoas
50409428698;627587690;02421421000111;010;;;;;778;723;10M0G7W;97812014;2029-12-08;TIM S A;;LTE;;-9.6625;-35.718056;-9.6625;-35.718056;Rua Lafaiete Pacheco;Ponta Da Terra;190;-;57030646;Greenfield;06/09/2001;18/07/2024;2001-09;Licenciada;Primário;TIM;700;Bl 4-5;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;684350777;02558157000162;010;;;;;2665;2545;10M0G7W;147522023;2031-03-12;Telefonica Brasil S.a.;;LTE;;-9.66361;-35.73639;-9.66361;-35.73639;RUA DO SOL;CENTRO;176;;57020070;Greenfield;22/04/2004;09/04/2025;2004-04;Licenciada;Secundário;VIVO;2500;V2;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;665643756;02558157000162;010;;;;;2150;1960;5M00G9W;166262022;2038-04-30;Telefonica Brasil S.a.;3;WCDMA;;-9.62583;-35.73917;-9.62583;-35.73917;RUA ARSENIO FORTES;PINHEIRO;S/N;;57057300;;21/06/2002;11/03/2025;2002-06;Licenciada;Primário;VIVO;2100;I;3G;82;2704302;Maceió - AL;AL;Alagoas
50409428698;696591790;02421421000111;010;;;;;2655;2535;10M0G7W;59632012;2027-10-18;TIM S A;9;LTE;;-9.621694;-35.729972;-9.621694;-35.729972;Rua Roberto Simonsen;Farol;S/N;Lt 08 - Qd B;57052675;;05/06/2012;19/08/2024;2012-06;Licenciada;Primário;TIM;2500;V1;4G;82;2704302;Maceió - AL;AL;Alagoas
50409307637;691351589;40432544000147;010;;;;;885;840;5M00G7W;50502011;2026-06-01;CLARO S.A.;3;WCDMA;;-9.37125;-36.37229;-9.37125;-36.37229;R SIQUEIRA CAMPOS;CENTRO;S/N;;57740000;Greenfield;01/06/2009;13/06/2023;2009-06;Licenciada;Primário;CLARO;850;B;3G;82;2706604;Paulo Jacinto - AL;AL;Alagoas
50409307637;691351589;40432544000147;010;;;;;2117.5;1927.5;5M00G7W;48372023;2026-06-01;CLARO S.A.;1;WCDMA;;-9.37125;-36.37229;-9.37125;-36.37229;R SIQUEIRA CAMPOS;CENTRO;S/N;;57740000;Greenfield;01/06/2009;13/06/2023;2009-06;Licenciada;Primário;CLARO;2100;F;3G;82;2706604;Paulo Jacinto - AL;AL;Alagoas
50409307637;691351589;40432544000147;010;;;;;885;840;5M00G7W;50502011;2026-06-01;CLARO S.A.;1;WCDMA;;-9.37125;-36.37229;-9.37125;-36.37229;R SIQUEIRA CAMPOS;CENTRO;S/N;;57740000;Greenfield;01/06/2009;13/06/2023;2009-06;Licenciada;Primário;CLARO;850;B;3G;82;2706604;Paulo Jacinto - AL;AL;Alagoas
50409146285;1003130620;02558157000162;010;2118,00;15,00;2110,00;2125;2125;2110;5M00G7W;95712014;2027-08-25;TELEFONICA BRASIL S.A.;6;WCDMA;;-9.36583;-36.37;-9.36583;-36.37;RUA SIQUEIRA CAMPOS,S/N,centro;;;;57740000;;26/12/2016;26/12/2016;2016-12;Licenciada;Secundário;VIVO;2100;F;3G;82;2706604;Paulo Jacinto - AL;AL;Alagoas
50409146285;1003130620;02558157000162;010;885,00;10,00;880,00;890,00;890;880;5M00G7W;95712014;2027-08-25;TELEFONICA BRASIL S.A.;2;WCDMA;;-9.36583;-36.37;-9.36583;-36.37;RUA SIQUEIRA CAMPOS,S/N,centro;;;;57740000;;26/12/2016;26/12/2016;2016-12;Licenciada;Secundário;VIVO;850;B;3G;82;2706604;Paulo Jacinto - AL;AL;Alagoas
50409307637;691351589;40432544000147;010;;;;;1875;1780;200KG7W;50502011;2026-06-01;CLARO S.A.;2;GSM;;-9.37125;-36.37229;-9.37125;-36.37229;R SIQUEIRA CAMPOS;CENTRO;S/N;;57740000;Greenfield;01/06/2009;13/06/2023;2009-06;Licenciada;Primário;CLARO;1800;SE13;2G;82;2706604;Paulo Jacinto - AL;AL;Alagoas
50409307637;695472895;;010;;;;;1875;1780;10M0G7W;50502011;2027-08-25;CLARO S.A.;;LTE;;-9.47549;-35.83303;-9.47549;-35.83303;ACESSO PELA RUA PROJETADA TREZENTOS - LT VILA RICA;MATA DO ROLO;S/N;;57100000;;30/05/2011;15/12/2025;2011-05;Licenciada;Primário;CLARO;1800;SE13;4G;82;2707701;Rio Largo - AL;AL;Alagoas
50409146285;691158029;;010;;;;;788;733;5M00G7W;51782021;2029-12-08;TELEFONICA BRASIL S.A.;;LTE;;-9.48028;-35.84028;-9.48028;-35.84028;RUA DA PALHA;LOTEAMENTO VILA RICA;S/N;;57100000;;12/02/2009;25/06/2024;2009-02;Licenciada;Secundário;VIVO;700;Bl 6-7;4G;82;2707701;Rio Largo - AL;AL;Alagoas
50409428698;1008244756;02421421000111;010;;;;;2655;2535;10M0G7W;59632012;2027-10-18;TIM S A;;LTE;;-9.641139;-35.715944;-9.641139;-35.715944;Rua Santo Antonio;Centro;S/N;Qd C;57040500;Greenfield;06/03/2019;19/08/2024;2019-03;Licenciada;Primário;TIM;2500;V1;4G;82;2704302;Maceió - AL;AL;Alagoas
50409307637;691351589;40432544000147;010;;;;;2117.5;1927.5;5M00G7W;48372023;2026-06-01;CLARO S.A.;1;WCDMA;;-9.37125;-36.37229;-9.37125;-36.37229;R SIQUEIRA CAMPOS;CENTRO;S/N;;57740000;Greenfield;01/06/2009;13/06/2023;2009-06;Licenciada;Primário;CLARO;2100;F;3G;82;2706604;Paulo Jacinto - AL;AL;Alagoas
50409307637;691351589;40432544000147;010;;;;;2117.5;1927.5;5M00G7W;48372023;2026-06-01;CLARO S.A.;2;WCDMA;;-9.37125;-36.37229;-9.37125;-36.37229;R SIQUEIRA CAMPOS;CENTRO;S/N;;57740000;Greenfield;01/06/2009;13/06/2023;2009-06;Licenciada;Primário;CLARO;2100;F;3G;82;2706604;Paulo Jacinto - AL;AL;Alagoas
50409428698;684176637;02421421000111;010;;;;;1828.75;1733.75;200KG7W;125002022;2028-11-29;TIM S A;1;GSM;;-9.649722;-35.757778;-9.649722;-35.757778;Avenida Senador Rui Palmeira;Vergel;S/N;Vizinho Ao Número 128;57014430;Greenfield;14/01/2004;22/07/2025;2004-01;Licenciada;Primário;TIM;1800;SE6;2G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;691162352;;010;;;;;3450;3450;100MG7W;105802021;2041-12-08;Telefonica Brasil S.a.;;NR;SA-NSA;-9.5885;-35.774167;-9.5885;-35.774167;LOTEAMENTO SANTA AMELIA - Nº;SANTA AMÉLIA;S/N;;57073213;;12/02/2009;10/01/2025;2009-02;Licenciada;Primário;VIVO;3500;3400-3500;5G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;684972891;02558157000162;010;;;;;1823.75;1728.75;2M50G7W;56272015;2031-03-12;Telefonica Brasil S.a.;;LTE;;-9.58833;-35.77417;-9.58833;-35.77417;LOTEAMENTO SANTA AMELIA;SANTA AMELIA;S/N;;57063441;;19/04/2005;28/03/2025;2005-04;Licenciada;Primário;VIVO;1800;SE4;4G;82;2704302;Maceió - AL;AL;Alagoas
50409428698;696591790;02421421000111;010;;;;;1830;1735;200KG7W;125002022;2028-11-29;TIM S A;4;GSM;;-9.621694;-35.729972;-9.621694;-35.729972;Rua Roberto Simonsen;Farol;S/N;Lt 08 - Qd B;57052675;;05/06/2012;19/08/2024;2012-06;Licenciada;Primário;TIM;1800;SE7;2G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907656;02558157000162;010;;;;;2680;2560;20M0G7W;59072012;2027-10-18;TELEFONICA BRASIL S.A.;2;LTE;;-9.584;-35.763806;-9.584;-35.763806;RUA BELMIRO AMORIN BAIRRO TABULEIRO DOS MARTINS;SANTA LÚCIA;S/N;;57082000;;03/12/2008;08/05/2024;2008-12;Licenciada;Primário;VIVO;2500;X;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;665756755;02558157000162;010;;;;;2150;1960;5M00G7W;166262022;2038-04-30;Telefonica Brasil S.a.;;LTE;;-9.57056;-35.78389;-9.57056;-35.78389;RUA SANTA RITA;CLIMA BOM;S/N;;57071120;;21/06/2002;28/03/2025;2002-06;Licenciada;Primário;VIVO;2100;I;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;659114917;02558157000162;010;;;;;1812.5;1717.5;200KG7W;147522023;2031-03-12;Telefonica Brasil S.a.;1;GSM;;-9.67222;-35.71778;-9.67222;-35.71778;RUA DESEMBARGADOR ALMEIDA GUIMARAES;PAJUÇARA;175;;57030160;;21/06/2002;11/03/2025;2002-06;Licenciada;Secundário;VIVO;1800;D;2G;82;2704302;Maceió - AL;AL;Alagoas
50409307637;690028512;40432544000147;010;;;;;2640;2520;20M0G7W;59592012;2026-06-01;CLARO S.A.;2;LTE;;-9.66312;-35.74023;-9.66312;-35.74023;N/A BECO SÃO JOSÉ;CENTRO;302;;57020200;Rooftop;04/03/2008;13/06/2023;2008-03;Licenciada;Primário;CLARO;2500;W;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;691160511;02558157000162;010;;;;;2160;1970;5M00G9W;48412023;2038-04-30;TELEFONICA BRASIL S.A.;6;WCDMA;;-9.65972;-35.70944;-9.65972;-35.70944;RUA JOÃO GUALBERTO PEREIRA DO CARMO;PONTA VERDE;343;RBR-NÃO;57035270;;12/02/2009;11/08/2023;2009-02;Licenciada;Primário;VIVO;2100;J;3G;82;2704302;Maceió - AL;AL;Alagoas
50409428698;627587690;02421421000111;010;;;;;874.5;829.5;5M00G7W;125002022;2028-11-29;TIM S A;;WCDMA;;-9.6625;-35.718056;-9.6625;-35.718056;Rua Lafaiete Pacheco;Ponta Da Terra;190;-;57030646;Greenfield;06/09/2001;18/07/2024;2001-09;Licenciada;Primário;TIM;850;A;3G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;691160511;02558157000162;010;;;;;2680;2560;20M0G7W;59072012;2027-10-18;TELEFONICA BRASIL S.A.;3;LTE;;-9.65972;-35.70944;-9.65972;-35.70944;RUA JOÃO GUALBERTO PEREIRA DO CARMO;PONTA VERDE;343;RBR-NÃO;57035270;;12/02/2009;11/08/2023;2009-02;Licenciada;Primário;VIVO;2500;X;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;684972891;02558157000162;010;;;;;1812.5;1717.5;200KG7W;147522023;2031-03-12;Telefonica Brasil S.a.;2;GSM;;-9.58833;-35.77417;-9.58833;-35.77417;LOTEAMENTO SANTA AMELIA;SANTA AMELIA;S/N;;57063441;Greenfield;19/04/2005;28/03/2025;2005-04;Licenciada;Secundário;VIVO;1800;D;2G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;700021400;02558157000162;010;;;;;1823.75;1728.75;2M50G7W;56272015;2031-03-12;Telefonica Brasil S.a.;;LTE;;-9.61861;-35.69556;-9.61861;-35.69556;RODOVIA  AL-101 NORTE;JACARECICA;S/N;;57038640;;07/02/2006;09/04/2025;2006-02;Licenciada;Primário;VIVO;1800;SE4;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;665756755;02558157000162;010;;;;;1821.25;1726.25;2M50G7W;56272015;2031-03-12;Telefonica Brasil S.a.;;LTE;;-9.57056;-35.78389;-9.57056;-35.78389;RUA SANTA RITA;CLIMA BOM;S/N;;57071120;;21/06/2002;28/03/2025;2002-06;Licenciada;Primário;VIVO;1800;SE3;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690912161;02558157000162;010;;;;;788;733;10M0G7W;97432014;2029-12-08;TELEFONICA BRASIL S.A.;2;LTE;;-9.511983;-35.800694;-9.511983;-35.800694;RODOVIA BR 104 NORTE KM 91;VILA DESTILARIA;S/N;ALI02;57100000;;20/04/2009;22/08/2023;2009-04;Licenciada;Primário;VIVO;700;Bl 6-7;4G;82;2707701;Rio Largo - AL;AL;Alagoas
50409428698;684176637;02421421000111;010;;;;;2655;2535;10M0G7W;59632012;2027-10-18;TIM S A;;LTE;;-9.649722;-35.757778;-9.649722;-35.757778;Avenida Senador Rui Palmeira;Vergel;S/N;Vizinho Ao Número 128;57014430;Greenfield;14/01/2004;22/07/2025;2004-01;Licenciada;Primário;TIM;2500;V1;4G;82;2704302;Maceió - AL;AL;Alagoas
50409428698;1003761329;02421421000111;010;;;;;2130;1940;10M0G7W;48352023;2038-04-30;TIM S A;;LTE;;-9.58444;-35.7775;-9.58444;-35.7775;Rua A Cj Colina Dos Eucaliptos,180,Santa Amélia;-;S/N;-;57063650;Greenfield;21/02/2017;24/07/2024;2017-02;Licenciada;Primário;TIM;2100;G;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;684350777;02558157000162;010;;;;;1812.5;1717.5;200KG7W;147522023;2031-03-12;Telefonica Brasil S.a.;2;GSM;;-9.66361;-35.73639;-9.66361;-35.73639;RUA DO SOL;CENTRO;176;;57020070;Greenfield;22/04/2004;09/04/2025;2004-04;Licenciada;Secundário;VIVO;1800;D;2G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;665756755;02558157000162;010;;;;;1812.5;1717.5;200KG7W;147522023;2031-03-12;Telefonica Brasil S.a.;3;GSM;;-9.57056;-35.78389;-9.57056;-35.78389;RUA SANTA RITA;CLIMA BOM;S/N;;57071120;Greenfield;21/06/2002;28/03/2025;2002-06;Licenciada;Secundário;VIVO;1800;D;2G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;684350777;02558157000162;010;;;;;1821.25;1726.25;200KG7W;56272015;2031-03-12;Telefonica Brasil S.a.;2;GSM;;-9.66361;-35.73639;-9.66361;-35.73639;RUA DO SOL;CENTRO;176;;57020070;Greenfield;22/04/2004;09/04/2025;2004-04;Licenciada;Primário;VIVO;1800;SE3;2G;82;2704302;Maceió - AL;AL;Alagoas
50409428698;323385940;02421421000111;010;;;;;2655;2535;10M0G7W;59632012;2027-10-18;TIM S A;;LTE;;-9.661528;-35.739306;-9.661528;-35.739306;RUA DA ALEGRIA;CENTRO;320;;57020320;Rooftop;29/10/1999;28/05/2025;1999-10;Licenciada;Primário;TIM;2500;V1;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907443;02558157000162;010;;;;;2160;1970;10M0G7W;48412023;2038-04-30;TELEFONICA BRASIL S.A.;5;WCDMA;;-9.652194;-35.720167;-9.652194;-35.720167;AV. COMANDANTE GUSTAVO PAIVA;MANGABEIRAS;S/N;AL066;57040402;;03/12/2008;22/07/2025;2008-12;Licenciada;Primário;VIVO;2100;J;3G;82;2704302;Maceió - AL;AL;Alagoas
50409428698;1008244756;02421421000111;010;;;;;778;723;10M0G7W;97812014;2029-12-08;TIM S A;;LTE;;-9.641139;-35.715944;-9.641139;-35.715944;Rua Santo Antonio;Centro;S/N;Qd C;57040500;Greenfield;06/03/2019;19/08/2024;2019-03;Licenciada;Primário;TIM;700;Bl 4-5;4G;82;2704302;Maceió - AL;AL;Alagoas
50409428698;696591790;02421421000111;010;;;;;1830;1735;200KG7W;125002022;2028-11-29;TIM S A;3;GSM;;-9.621694;-35.729972;-9.621694;-35.729972;Rua Roberto Simonsen;Farol;S/N;Lt 08 - Qd B;57052675;;05/06/2012;19/08/2024;2012-06;Licenciada;Primário;TIM;1800;SE7;2G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907591;02558157000162;010;;;;;2160;1970;5M00G7W;48412023;2038-04-30;TELEFONICA BRASIL S.A.;4;WCDMA;;-9.614694;-35.752806;-9.614694;-35.752806;RUA SAO JOSE;CHÃ DE BEBEDOURO;S/N;AL085;57018860;;03/12/2008;26/08/2024;2008-12;Licenciada;Primário;VIVO;2100;J;3G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907400;;010;;;;;3450;3450;100MG7W;105802021;2041-12-08;TELEFONICA BRASIL S.A.;;NR;SA-NSA;-9.621694;-35.729972;-9.621694;-35.729972;AV. ROBERTO SIMONSEN LOTE 8 QD B - FAROL;GRUTA DE LOURDES;S/N;AL064;57052675;;03/12/2008;22/03/2024;2008-12;Licenciada;Primário;VIVO;3500;3400-3500;5G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907400;;010;;;;;3450;3450;100MG7W;105802021;2041-12-08;TELEFONICA BRASIL S.A.;;NR;SA-NSA;-9.621694;-35.729972;-9.621694;-35.729972;AV. ROBERTO SIMONSEN LOTE 8 QD B - FAROL;GRUTA DE LOURDES;S/N;AL064;57052675;;03/12/2008;22/03/2024;2008-12;Licenciada;Primário;VIVO;3500;3400-3500;5G;82;2704302;Maceió - AL;AL;Alagoas
50409428698;1001285651;;010;;;;;3550;3550;100MG7W;105812021;2041-12-08;TIM S A;;NR;SA-NSA;-9.664694;-35.696028;-9.664694;-35.696028;AVENIDA SÍLVIO CARLOS VIANA;PONTA VERDE;S/N;;57035160;;05/03/2015;11/11/2024;2015-03;Licenciada;Primário;TIM;3500;3500-3600;5G;82;2704302;Maceió - AL;AL;Alagoas
50409428698;2119;;010;;;;;3550;3550;100MG7W;105812021;2041-12-08;TIM S A;;NR;SA-NSA;-9.655306;-35.713056;-9.655306;-35.713056;Rua Sao Francisco De Assis;Jatiuca;1000;-;57035680;;29/10/1999;18/07/2025;1999-10;Licenciada;Primário;TIM;3500;3500-3600;5G;82;2704302;Maceió - AL;AL;Alagoas
50409307637;687471028;;010;;;;;892.75;847.75;2M50G7W;50502011;2038-04-30;CLARO S.A.;;WCDMA;;-9.66047;-35.7545;-9.66047;-35.7545;R DOUTOR JOSE PAULINO DE ALBUQUERQUE SARMENTO;PONTA GROSSA;360;;57014310;;28/12/2005;31/08/2023;2005-12;Licenciada;Primário;CLARO;850;B;3G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907591;02558157000162;010;;;;;2680;2560;20M0G7W;59072012;2027-10-18;TELEFONICA BRASIL S.A.;2;LTE;;-9.614694;-35.752806;-9.614694;-35.752806;RUA SAO JOSE;CHÃ DE BEBEDOURO;S/N;AL085;57018860;;03/12/2008;26/08/2024;2008-12;Licenciada;Primário;VIVO;2500;X;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907400;;010;;;;;2160;1970;10M0G7W;48412023;2038-04-30;TELEFONICA BRASIL S.A.;;LTE;;-9.621694;-35.729972;-9.621694;-35.729972;AV. ROBERTO SIMONSEN LOTE 8 QD B - FAROL;GRUTA DE LOURDES;S/N;AL064;57052675;;03/12/2008;22/03/2024;2008-12;Licenciada;Primário;VIVO;2100;J;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907656;02558157000162;010;;;;;2160;1970;5M00G9W;48412023;2038-04-30;TELEFONICA BRASIL S.A.;6;WCDMA;;-9.584;-35.763806;-9.584;-35.763806;RUA BELMIRO AMORIN BAIRRO TABULEIRO DOS MARTINS;SANTA LÚCIA;S/N;;57082000;;03/12/2008;08/05/2024;2008-12;Licenciada;Primário;VIVO;2100;J;3G;82;2704302;Maceió - AL;AL;Alagoas
50409428698;684176637;02421421000111;010;;;;;874.5;829.5;5M00G7W;125002022;2028-11-29;TIM S A;5;WCDMA;;-9.649722;-35.757778;-9.649722;-35.757778;Avenida Senador Rui Palmeira;Vergel;S/N;Vizinho Ao Número 128;57014430;Greenfield;14/01/2004;22/07/2025;2004-01;Licenciada;Primário;TIM;850;A;3G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907400;;010;;;;;788;733;10M0G7W;97432014;2029-12-08;TELEFONICA BRASIL S.A.;;LTE;;-9.621694;-35.729972;-9.621694;-35.729972;AV. ROBERTO SIMONSEN LOTE 8 QD B - FAROL;GRUTA DE LOURDES;S/N;AL064;57052675;;03/12/2008;22/03/2024;2008-12;Licenciada;Primário;VIVO;700;Bl 6-7;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907591;02558157000162;010;;;;;1862.5;1767.5;200KG7W;48422023;2032-12-22;TELEFONICA BRASIL S.A.;4;GSM;;-9.614694;-35.752806;-9.614694;-35.752806;RUA SAO JOSE;CHÃ DE BEBEDOURO;S/N;AL085;57018860;;03/12/2008;26/08/2024;2008-12;Licenciada;Primário;VIVO;1800;SE9;2G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907443;02558157000162;010;;;;;2160;1970;10M0G7W;48412023;2038-04-30;TELEFONICA BRASIL S.A.;4;WCDMA;;-9.652194;-35.720167;-9.652194;-35.720167;AV. COMANDANTE GUSTAVO PAIVA;MANGABEIRAS;S/N;AL066;57040402;;03/12/2008;22/07/2025;2008-12;Licenciada;Primário;VIVO;2100;J;3G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;684350777;02558157000162;010;;;;;2150;1960;5M00D9W;166262022;2038-04-30;Telefonica Brasil S.a.;1;WCDMA;;-9.66361;-35.73639;-9.66361;-35.73639;RUA DO SOL;CENTRO;176;;57020070;Greenfield;22/04/2004;09/04/2025;2004-04;Licenciada;Primário;VIVO;2100;I;3G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907443;02558157000162;010;;;;;2680;2560;20M0G7W;59072012;2027-10-18;TELEFONICA BRASIL S.A.;1;LTE;;-9.652194;-35.720167;-9.652194;-35.720167;AV. COMANDANTE GUSTAVO PAIVA;MANGABEIRAS;S/N;AL066;57040402;;03/12/2008;22/07/2025;2008-12;Licenciada;Primário;VIVO;2500;X;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907443;02558157000162;010;;;;;1862.5;1767.5;200KG7W;48422023;2032-12-22;TELEFONICA BRASIL S.A.;4;GSM;;-9.652194;-35.720167;-9.652194;-35.720167;AV. COMANDANTE GUSTAVO PAIVA;MANGABEIRAS;S/N;AL066;57040402;;03/12/2008;22/07/2025;2008-12;Licenciada;Primário;VIVO;1800;SE9;2G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;691162085;02558157000162;010;;;;;2680;2560;20M0G7W;59072012;2027-10-18;TELEFONICA BRASIL S.A.;1;LTE;;-9.634167;-35.698739;-9.634167;-35.698739;MAL MASCARENHAS DE MORAIS - CRUZ DAS ALMAS - CONDOMINIO EDIFICIO RAMAGE;CRUZ DAS ALMAS;153;AL070;57038125;;12/02/2009;22/03/2024;2009-02;Licenciada;Primário;VIVO;2500;X;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;1014340818;;010;;;;;788;733;10M0G7W;27662022;2029-12-08;TELEFONICA BRASIL S.A.;;LTE;;-9.610344;-35.725522;-9.610344;-35.725522;AVENIDA PRESIDENTE GETÚLIO VARGAS;SERRARIA;223;RBR-NÃO;57046140;;18/10/2022;27/11/2023;2022-10;Licenciada;Secundário;VIVO;700;Bl 6-7;4G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;690907656;02558157000162;010;;;;;2680;2560;20M0G7W;59072012;2027-10-18;TELEFONICA BRASIL S.A.;3;LTE;;-9.584;-35.763806;-9.584;-35.763806;RUA BELMIRO AMORIN BAIRRO TABULEIRO DOS MARTINS;SANTA LÚCIA;S/N;;57082000;;03/12/2008;08/05/2024;2008-12;Licenciada;Primário;VIVO;2500;X;4G;82;2704302;Maceió - AL;AL;Alagoas
50409428698;684176696;;010;;;;;874.5;829.5;5M00G7W;125002022;2028-11-29;TIM S A;;WCDMA;;-9.564472;-35.760583;-9.564472;-35.760583;Distrito Industrial Governador Luiz Cavalcante;Jatiuca;S/N;;57036540;;14/01/2004;25/11/2025;2004-01;Licenciada;Primário;TIM;850;A;3G;82;2704302;Maceió - AL;AL;Alagoas
50409146285;691160511;02558157000162;010;;;;;2680;2560;20M0G7W;59072012;2027-10-18;TELEFONICA BRASIL S.A.;1;LTE;;-9.65972;-35.70944;-9.65972;-35.70944;RUA JOÃO GUALBERTO PEREIRA DO CARMO;PONTA VERDE;343;RBR-NÃO;57035270;;12/02/2009;11/08/2023;2009-02;Licenciada;Primário;VIVO;2500;X;4G;82;2704302;Maceió - AL;AL;Alagoas
